imo_number,mmsi,name,ship_type,length,width,max_draught,type_name,type_remark
8748634,235061621,SD SOLENT RACER     ,50,11,5,0.0,Pilot Vessel,NaN
8918564,257191000,SEISUND             ,90,38,18,0.0,Other Type,All ships of this type
8615148,211226450,TRANSPORTER II      ,90,31,6,1.6,Other Type,All ships of this type
9188506,211286440,HANNI,70,110,8,5.2,Cargo,All ships of this type
9187136,245871000,PEAK SAUDA          ,70,86,9,5.8,Cargo,All ships of this type
9895126,210385000,P&O PIONEER,60,55,174,6.6,Passenger,All ships of this type
9187203,235103644,ALBIE_OF_LADRAMBM181,30,18,6,4.2,Fishing,NaN
9783526,477154700,COSCO GEMINI        ,71,143,256,12.8,Cargo,Hazardous category A
9187306,246429000,WILLEM VAN DER ZWAN ,30,107,35,7.2,Fishing,NaN
8748763,246326000,LUTGERDINA,36,28,6,0.0,Sailing,NaN
9186211,257548000,INDIANA,79,185,14,10.0,Cargo,No additional information
9188427,277339000,OPTIMA SEAWAYS      ,69,30,156,6.2,Passenger,No additional information
9186352,257374000,LATANA              ,84,120,20,8.7,Tanker,Hazardous category D
9185229,235053752,SVITZER MOIRA       ,52,12,16,3.6,Tug,NaN
8758859,565083000,SAFE CALEDONIA      ,99,16,76,10.6,Other Type,No additional information
9187019,245984000,VOLVOX ATALANTA     ,33,10,85,4.6,Dredging or underwater ops,NaN
9186687,212848000,WESER STAHL         ,70,165,28,10.6,Cargo,All ships of this type
9187198,245744000,SL 23 ALBATROS      ,30,17,7,5.0,Fishing,NaN
9186417,255806511,FRIEDRICH RUSS,79,14,139,6.1,Cargo,No additional information
9186601,219812000,NOTUS               ,79,11,72,5.9,Cargo,No additional information
9834167,232018799,SVITZER MERIDIAN    ,52,13,12,6.6,Tug,NaN
9187057,245911000,STELLA POLARIS,80,97,20,6.5,Tanker,All ships of this type
9186780,311001015,TEAL ARROW,70,149,24,6.8,Cargo,All ships of this type
9391311,240942000,KRITI JADE          ,80,148,35,8.5,Tanker,All ships of this type
9574913,235086213,WINDCAT 101         ,40,17,11,1.9,High speed craft (HSC),All ships of this type
9187928,304159000,KRISTELLA,79,106,12,4.4,Cargo,No additional information
9188221,249412000,SOMERSET,71,31,153,7.0,Cargo,Hazardous category A
9380362,477252300, SEAWAYS CITRON,81,149,34,7.6,Tanker,Hazardous category A
9188714,257773000,RAMFORM VANGUARD    ,90,32,54,7.4,Other Type,All ships of this type
9411783,246827000,HESTIA,70,70,20,3.2,Cargo,All ships of this type
2339300,244000455,DCN SINJOOR,99,17,3,2.0,Other Type,No additional information
9817169,244020000,THUN EVOLVE,89,100,15,6.4,Tanker,No additional information
9803704,209248000,BG EMERALD          ,70,138,15,7.7,Cargo,All ships of this type
9840219,244190130,SCHELDESTROOM,55,20,20,1.8,Law Enforcement,NaN
9448188,245463000,VB SEAL             ,52,16,16,5.2,Tug,NaN
9189380,219000603,MENJA   ,6,25,25,2.5,Reserved for future use,NaN
9189926,352003458,PRINCESS JIA JIA    ,70,168,27,7.3,Cargo,All ships of this type
8764315,211454810,ULI,9,58,2,1.6,Reserved for future use,NaN
8801072,636020786,LIVA GRETA,70,52,12,2.4,Cargo,All ships of this type
8769949,259783000,WEST ELARA          ,90,43,45,0.0,Other Type,All ships of this type
8783048,236112545,EEMS WAVE           ,53,13,11,1.8,Port Tender,NaN
8768220,538010633,NOBLE RESILIENT     ,90,6,64,12.3,Other Type,All ships of this type
8615265,257500000,ICE FJORD,30,50,23,7.6,Fishing,NaN
8770077,538004258,ROWAN NORWAY,99,8,72,0.0,Other Type,No additional information
9248849,667002338,SILVERA             ,80,207,43,8.6,Tanker,All ships of this type
8771629,636015555,VALARIS 122         ,90,27,54,0.0,Other Type,All ships of this type
9936587,503000241,,0,23,189,0.0,Not available (default),NaN
8770730,311012100,JB 115              ,99,37,36,0.0,Other Type,No additional information
8763282,576152000,EXCALIBUR ,99,36,22,4.3,Other Type,No additional information
8779229,211386490,NADIR               ,90,11,5,1.1,Other Type,All ships of this type
8771540,538010631,NOBLE INTREPID      ,90,45,45,0.0,Other Type,All ships of this type
8768062,311000249,JB 119              ,99,41,5,7.4,Other Type,No additional information
8765280,257828000,INSPIRER            ,99,46,87,0.0,Other Type,No additional information
8759152,249138000,TOG MOR,99,7,118,3.1,Other Type,No additional information
8802662,245384000,TERSCHELLING        ,55,18,26,3.0,Law Enforcement,NaN
8802674,245387000,FRANS NAEREBOUT     ,55,17,27,3.0,Law Enforcement,NaN
8783050,235113651,SEACAT MISCHIEF     ,40,7,17,1.4,High speed craft (HSC),All ships of this type
8802650,246006000,VLIESTROOM,33,20,18,1.8,Dredging or underwater ops,NaN
8800157,259029000,HAVBRIS,70,63,11,4.8,Cargo,All ships of this type
8804464,244592000,WR10 JOHAN PRINS   ,30,30,10,1.0,Fishing,NaN
8764078,538005011,VALARIS GORILLA VI  ,99,32,61,6.5,Other Type,No additional information
8773770,235009220,GV BOUNTIFUL BF79,99,0,0,0.0,Other Type,No additional information
8768256,538010661,NOBLE REACHER       ,99,38,65,8.7,Other Type,No additional information
8769406,563050900,COSL PIONEER,90,86,18,17.8,Other Type,All ships of this type
8770728,311011900,JB-114              ,99,15,40,6.6,Other Type,No additional information
8790259,232012297,ARMADOR II ,0,32,6,2.5,Not available (default),NaN
8792348,228079900,F/V ANTONIO MARIA   ,30,16,16,5.0,Fishing,NaN
8801125,304662000,SALAR,70,74,13,4.5,Cargo,All ships of this type
8805468,266199000,ATLANTIC            ,30,18,8,0.0,Fishing,NaN
8790792,235114973,SEACAT MAGIC        ,40,15,8,1.4,High speed craft (HSC),All ships of this type
8769896,310588000,FLOATEL SUPERIOR    ,90,47,43,8.4,Other Type,All ships of this type
9985100,232048136,HST PLYMOUTH        ,40,18,10,1.5,High speed craft (HSC),All ships of this type
9031387,211224650,FRIESLAND           ,55,15,15,2.0,Law Enforcement,NaN
8771071,311034300,JB 117              ,90,21,54,6.5,Other Type,All ships of this type
8768763,210566000,HERCULES,99,30,86,16.0,Other Type,No additional information
8763452,306239000,BLEO HOLM           ,80,210,32,13.4,Tanker,All ships of this type
8764418,232020225,STENA DON           ,39,10,85,21.5,Reserved,NaN
9135743,257870000,NORVAAG,79,78,11,4.6,Cargo,No additional information
8771215,311044600,SWIFT 10            ,99,40,68,11.0,Other Type,No additional information
1009302,319917000,SPORT               ,97,29,16,2.7,Other Type,Reserved for future use
9904352,245267000,LADY MONIQUE        ,70,21,94,4.4,Cargo,All ships of this type
9320403,371860000,MSC LORENA          ,78,223,52,10.5,Cargo,Reserved for future use
9999999,228000000, DAMEN YACHTING 6007,37,25,35,0.0,Pleasure Craft,NaN
9403891,219432000,TASING SWAN         ,82,106,24,5.3,Tanker,Hazardous category B
9056789,258313000,FARMAR ARION        ,52,22,23,6.7,Tug,NaN
8632110,245681000,NAVICULA STAR       ,90,5,21,1.1,Other Type,All ships of this type
8331821,258542000,VESTFJORD           ,30,16,10,6.0,Fishing,NaN
9190638,258277000,HANNE KNUTSEN,80,265,0,12.0,Tanker,All ships of this type
9782259,538011037,RISING SKY.GR       ,70,170,29,6.9,Cargo,All ships of this type
8805597,257969000,LINK SUN,70,93,14,6.4,Cargo,All ships of this type
9766413,244475000,MULTRASALVOR 6      ,52,12,14,3.8,Tug,NaN
9190614,211107870,VB PIONEER          ,52,13,16,6.2,Tug,NaN
9765469,257803000,SKANDI MINDER       ,52,46,49,7.4,Tug,NaN
9190156,255801580,AUTOPRESTIGE,79,100,28,4.8,Cargo,No additional information
9190626,211106380,VB INNOVATION       ,52,16,15,5.9,Tug,NaN
9190171,275511000,CAPELLA,70,79,11,5.8,Cargo,All ships of this type
9190183,209488000,FRI BREVIK,0,79,10,4.5,Not available (default),NaN
8616099,258293000,M/V EIDHOLM,70,56,13,3.1,Cargo,All ships of this type
9782144,211720660,VIVACE              ,40,18,10,1.5,High speed craft (HSC),All ships of this type
9191084,232004160,FV ANDROMEDA BF437  ,30,15,10,4.4,Fishing,NaN
9190353,257114000,PEAK SKORPO         ,70,81,14,6.4,Cargo,All ships of this type
9190456,232004784,DHB DAUNTLESS       ,52,7,23,4.8,Tug,NaN
8806113,211208720,FS HEINCKE,90,18,37,4.2,Other Type,All ships of this type
9190262,304018000,FJORD,70,79,11,5.9,Cargo,All ships of this type
9191163,255714000,PHILIPP ESSBERGER   ,80,84,16,5.9,Tanker,Hazardous category B
9190705,209951000,BOKALIFT 2          ,90,49,182,9.5,Other Type,All ships of this type
9190846,259524000,SOGNDAL             ,60,12,12,1.5,Passenger,All ships of this type
9782285,374011000,MEREL-G             ,53,14,12,2.2,Port Tender,NaN
9765031,255801950,DINA POLARIS        ,70,40,59,5.8,Cargo,All ships of this type
9784037,247375700,GRANDE BALTIMORA    ,70,40,159,9.1,Cargo,All ships of this type
9602174,636023850,TRANSNORDIC         ,70,150,30,10.6,Cargo,All ships of this type
8805602,259101000,LINK STAR,70,92,15,6.2,Cargo,All ships of this type
8806058,233322000,CITY OF LONDON      ,33,17,82,6.1,Dredging or underwater ops,NaN
8911841,244090800,MALTA CEMENT        ,79,72,16,3.8,Cargo,No additional information
8805913,244188000,UK159 DEJONGEALBERT ,30,30,10,0.0,Fishing,NaN
9765184,235113374,CMS WARRIOR         ,52,11,12,4.6,Tug,NaN
9191175,255735000,GEORG ESSBERGER     ,80,77,23,5.9,Tanker,Hazardous category B
5135159,257264700,GRANVIN             ,60,14,13,3.2,Passenger,All ships of this type
9760859,219285000,SVITZER ROTA        ,52,12,12,5.9,Tug,NaN
9794367,255915571,PURUS HORIZON,90,27,54,5.1,Other Type,All ships of this type
9133111,235070961,FS PEGASUS          ,70,22,62,3.9,Cargo,All ships of this type
9121455,244355000,ZZ-6 NOOITGEDACHT,30,32,7,1.0,Fishing,NaN
9723667,538009069,MAINPORT GEO        ,91,18,32,4.3,Other Type,Hazardous category A
9438860,311027500,NANSEN SPIRIT       ,80,199,50,9.3,Tanker,All ships of this type
9313797,257754000,KVITSAND            ,70,101,10,6.5,Cargo,All ships of this type
9709336,355835000,DAIWAN HERO         ,70,154,26,10.0,Cargo,All ships of this type
9491410,210369000,EDT JANE,70,21,68,5.4,Cargo,All ships of this type
9448671,209056000,NORDIC PORTO        ,70,142,16,6.6,Cargo,All ships of this type
9365130,205474000,VB AMBER            ,52,16,10,6.0,Tug,NaN
8709470,232059393,AMBER 1,90,34,8,5.8,Other Type,All ships of this type
9655016,246881000,BRISOTE             ,80,77,16,3.9,Tanker,All ships of this type
9900318,219032879,GROENEWIND          ,90,21,40,6.5,Other Type,All ships of this type
9313670,255806446,ISARTAL             ,70,74,14,3.5,Cargo,All ships of this type
8806072,257819000,CANOLINE,70,53,16,3.0,Cargo,All ships of this type
8806163,277334000,ARINA,70,92,13,6.1,Cargo,All ships of this type
1036707,232054276,ARABELLA JANE       ,40,13,14,2.0,High speed craft (HSC),All ships of this type
9393656,256469000,ENDO OSTRO          ,80,79,22,6.2,Tanker,All ships of this type
9534107,235068802,SD VICTORIA         ,70,41,42,4.3,Cargo,All ships of this type
8513314,218005000,SUNTIS              ,70,72,10,3.9,Cargo,All ships of this type
9348168,566780000,MAERSK IZMIR        ,72,163,70,12.4,Cargo,Hazardous category B
9830018,211815660,POTSDAM,55,35,52,4.2,Law Enforcement,NaN
9367255,248079000,ATLANTIS ARKI,89,84,23,6.3,Tanker,No additional information
8807820,232040373,ELISABETH OF LADRAM ,30,15,21,3.6,Fishing,NaN
9936628,636022921,MSC CLAUDE GIRARDET ,74,131,268,15.3,Cargo,Hazardous category D
8809414,245224000,YE82 MAATJE V LIERE ,30,32,8,1.0,Fishing,NaN
8811314,258996620,UDVAAR 3            ,30,12,12,5.4,Fishing,NaN
8811168,245161000,ZZ-3 CORN. JOHANNUS ,30,31,6,1.4,Fishing,NaN
8616269,244890853,FELIX               ,39,9,15,3.4,Reserved,NaN
8809397,246439000,BRU 48 ADRIAAN,30,7,26,1.0,Fishing,NaN
9598737,215644000,BLUE TERN           ,90,57,95,6.6,Other Type,All ships of this type
9969493,205136000,CL NOGARO,70,78,10,3.5,Cargo,All ships of this type
9914632,636021569,MYKLEBUST           ,80,143,37,10.3,Tanker,All ships of this type
9192545,227006720,FAROUCHE            ,52,15,15,4.9,Tug,NaN
9887528,258002060,NESVIK              ,60,42,41,3.5,Passenger,All ships of this type
8812033,232032953,NJORD VENTURE       ,30,8,18,5.3,Fishing,NaN
8609888,244353000,ROTTERDAM           ,55,21,21,3.0,Law Enforcement,NaN
1039606,232056735,BALTIC EAGLE        ,40,17,10,0.0,High speed craft (HSC),All ships of this type
9903906,205108000,R7-ORINOCO,51,13,6,1.2,Search and Rescue vessel,NaN
9370496,246464000,KW145 CATHARINA     ,30,30,10,5.0,Fishing,NaN
8811247,331100197,TUULLIK             ,30,15,30,7.0,Fishing,NaN
9969455,205168000,CL FLANDERS,70,73,15,4.9,Cargo,All ships of this type
9969508,246415000,BALTIC WAVE,70,78,10,4.7,Cargo,All ships of this type
9191656,244394000,DUTCH AQUAMARINE,82,92,26,5.4,Tanker,Hazardous category B
9961570,256867000,DRIZZLE,37,60,31,3.9,Pleasure Craft,NaN
8808680,245567000,EENHOORN ZZ7,30,27,13,0.8,Fishing,NaN
9961295,256800000,CMA CGM ERMITAGE,72,18,187,7.6,Cargo,Hazardous category B
9961300,256882000,CMA CGM RUNDALE,79,18,187,9.3,Cargo,No additional information
8616647,211225910,GRANIT              ,90,0,0,1.2,Other Type,All ships of this type
8810152,233651000,DR DEFIANT          ,38,0,0,4.9,Reserved,NaN
9777515,258771000,TRONDS FLEX         ,52,14,13,0.0,Tug,NaN
9970507,245313000,THUN RESOURCE       ,80,100,15,5.0,Tanker,All ships of this type
9970246,563235500,AOM ELENA           ,70,205,24,7.2,Cargo,All ships of this type
9626546,414057000,JIA DE CHANG HE     ,70,166,24,11.4,Cargo,All ships of this type
8912481,352001928,COE MIEKE,70,58,16,4.4,Cargo,All ships of this type
9192375,248604000,NQ BELLIS           ,82,109,27,8.5,Tanker,Hazardous category B
8619493,257055700,JESPER,60,10,16,0.0,Passenger,All ships of this type
9955911,636093262,ROSTRUM STOIC       ,70,196,33,7.9,Cargo,All ships of this type
9192624,210046000,RIX LAGOON          ,70,85,15,5.4,Cargo,All ships of this type
8619948,232006030,F/V MIRANDA ,30,24,14,4.8,Fishing,NaN
9191668,246436000,DUTCH EMERALD,82,97,21,5.4,Tanker,Hazardous category B
9191254,255806119,RIX MUNTE           ,70,85,15,6.1,Cargo,All ships of this type
9525584,229015000,KEY EAST            ,80,86,23,7.2,Tanker,All ships of this type
8810762,235001800,WILLIAM HENRY II DH5,30,14,8,3.8,Fishing,NaN
9690066,258737000,SIEM SYMPHONY,90,14,75,5.4,Other Type,All ships of this type
8616075,259458000,RANA FRAKT,70,51,7,3.5,Cargo,All ships of this type
8812760,205752000,Z115 ANTJE DE VRIES ,30,30,8,5.0,Fishing,NaN
8813013,219798000,TOENNE              ,99,0,0,3.5,Other Type,No additional information
8813051,636015670,RIVER TRADER,70,48,10,2.6,Cargo,All ships of this type
9192650,205103000,MARGOT              ,70,72,16,5.3,Cargo,All ships of this type
9780586,232020760,VB MANXMAN          ,52,10,14,5.6,Tug,NaN
9195468,314606000,WILSON TWISTEDEN,70,73,15,3.1,Cargo,All ships of this type
8827179,211272290,FRISIA VI           ,60,1,55,1.4,Passenger,All ships of this type
9778818,219864000,MOSCOW MAERSK,71,116,283,13.0,Cargo,Hazardous category A
9195418,246064000,RDJ JOHANNA         ,70,73,10,5.6,Cargo,All ships of this type
8827052,258018390,BERGEN ENERGY       ,84,33,10,3.2,Tanker,Hazardous category D
9195535,236452000,EEMS EXE            ,70,79,10,5.4,Cargo,All ships of this type
8814665,246857000,CAP BLANC           ,30,0,0,6.5,Fishing,NaN
8816015,255915767,NORDLICHT           ,40,12,27,2.4,High speed craft (HSC),All ships of this type
9781578,258713000,TROLL ,70,4,20,4.5,Cargo,All ships of this type
8843549,245199000,EEMS WRESTLER       ,31,10,30,3.6,Towing,NaN
8821840,244100331,BRU23MATTHEUS,30,30,5,1.0,Fishing,NaN
8822351,258632000,SOLUNDIR,65,9,12,1.8,Passenger,Reserved for future use
8912209,211290730,WULF 5              ,52,8,20,4.4,Tug,NaN
8843836,244795000,SCHOTSMAN           ,33,71,18,6.2,Dredging or underwater ops,NaN
8822648,354008000,GLOMAR VENTURE      ,51,33,8,4.7,Search and Rescue vessel,NaN
8813972,257385000,KEGUMS,70,85,19,4.2,Cargo,All ships of this type
8815786,305198000,DOLFIJN             ,70,74,7,5.0,Cargo,All ships of this type
8820092,277324000,AFALINA,70,88,17,5.7,Cargo,All ships of this type
8818154,232000550,VARAGEN             ,60,33,17,3.0,Passenger,All ships of this type
8817344,205192000,CUSTOS DEUS         ,30,28,11,4.8,Fishing,NaN
8826242,257098000,SIRIUS              ,52,11,12,3.4,Tug,NaN
8842064,211233270,AKKE                ,33,11,35,1.4,Dredging or underwater ops,NaN
8836170,235000480,SYLVIA BOWERS       ,30,18,19,5.1,Fishing,NaN
8816572,258086000,HARALDSON           ,30,40,23,0.0,Fishing,NaN
9833113,257089150,EAGLE BALDER        ,80,219,58,10.8,Tanker,All ships of this type
8820286,257027910,HORDAFOR VI         ,83,70,14,5.4,Tanker,Hazardous category C
9837573,256923000,JULIA THERESA       ,80,106,21,7.4,Tanker,All ships of this type
9120190,205233000,VB FALCON           ,90,12,18,5.2,Other Type,All ships of this type
9839193,228397600,CMA CGM RIVOLI,71,116,284,13.1,Cargo,Hazardous category A
9651278,205081000,ARISTA              ,49,18,8,2.1,High speed craft (HSC),No additional information
9479278,246584000,RWS 76              ,55,11,13,1.4,Law Enforcement,NaN
9320908,211138300,FAIRPLAY-61         ,52,11,20,6.4,Tug,NaN
9101730,304219000,SPLITTNES,9,151,15,9.4,Reserved for future use,NaN
6620797,258334000,SLOTTSTEIN,30,30,25,0.0,Fishing,NaN
8820860,257306000,LINK GALAXY,79,102,20,5.0,Cargo,No additional information
8884830,235068328,INDUS               ,52,9,16,3.5,Tug,NaN
9338993,211876000,FAIRPLAY 62         ,52,14,19,6.6,Tug,NaN
9576246,259822000,FIRDA HARVEST       ,70,22,12,4.8,Cargo,All ships of this type
9121778,259301000,HAUGLAKS,79,10,17,4.8,Cargo,No additional information
9618135,219668000,MALIK ARCTICA,79,102,12,8.0,Cargo,No additional information
9653496,235100795,FS SCEPTRE          ,70,11,72,4.8,Cargo,Hazardous category A
8859940,273459510,ARMENAK BABAEV,30,36,68,6.9,Fishing,NaN
9785392,255806186,UHL FAST            ,70,15,135,6.3,Cargo,All ships of this type
8820107,210223000,MV AGUIMES          ,79,86,18,5.4,Cargo,No additional information
9924170,319185400,SPECIAL ONE,37,44,9,3.0,Pleasure Craft,NaN
8816120,235007860,FD283 TRUI UAN HINTE,30,15,25,6.0,Fishing,NaN
8862569,219570000,SOELOEVEN           ,56,24,22,5.2,Spare - Local Vessel,NaN
8820858,230684000,TRANSPORTER,79,105,17,5.3,Cargo,No additional information
8821838,246437000,TH-24 LEEN-WILLEM   ,30,30,5,1.0,Fishing,NaN
8816118,244179000,CINDY VLI-25        ,30,28,12,5.4,Fishing,NaN
8817394,245748000,GO23 CORNELIS JANNET,30,30,9,4.4,Fishing,NaN
8814184,235019175,SHAPINSAY,69,21,9,1.8,Passenger,No additional information
8865145,211224360,RUESTERSIEL         ,52,13,21,1.8,Tug,NaN
8902723,232000760,EARL THORFINN       ,60,8,37,3.2,Passenger,All ships of this type
8883290,352001843,ARVES OIL,89,10,76,2.6,Tanker,No additional information
8911504,257319000,SILVER STAR,70,80,13,4.7,Cargo,All ships of this type
8919219,232003118,SVITZER JOSEPHINE,52,13,17,5.5,Tug,NaN
8908466,210321000,ISLE OF INNISFREE,69,22,142,5.9,Passenger,No additional information
9195640,236453000,EEMS-DART           ,70,80,9,5.4,Cargo,All ships of this type
8863123,259028800,RONO,30,6,16,0.0,Fishing,NaN
8911982,244798000,ANNA TRIJNTJE YE-79 ,30,30,5,1.0,Fishing,NaN
8918629,232892000,CS SOVEREIGN        ,96,75,56,5.8,Other Type,Reserved for future use
8899665,258517000,GM DANNEVIG         ,33,6,22,3.6,Dredging or underwater ops,NaN
8911970,244035000,BRU-8 MARINUS ,30,30,10,1.5,Fishing,NaN
8908806,257937000,TINNO,70,76,13,5.1,Cargo,All ships of this type
9195638,314557000,SEA MELODY          ,70,79,10,5.3,Cargo,All ships of this type
8862650,256168000,LADY ESTHER,37,19,41,3.6,Pleasure Craft,NaN
8900799,246223000,NIEUWEDIEP,35,20,0,1.5,Military ops,NaN
9343481,311001606,SAGA ENTERPRISE     ,90,200,0,6.5,Other Type,All ships of this type
8901913,244583000,SCH123 ZEELAND      ,30,77,38,7.2,Fishing,NaN
9197765,244397000,RDJ RIJNSTROOM      ,74,73,9,4.0,Cargo,Hazardous category D
8902967,306132000,TRIUMPH             ,79,180,37,10.0,Cargo,No additional information
8905115,218176000,MAIKE,90,67,15,4.0,Other Type,All ships of this type
8906212,230187320,SALLA               ,79,54,7,2.2,Cargo,No additional information
8727836,620999671,ISLAND TRADER,80,74,23,3.8,Tanker,All ships of this type
8906389,352697000,GLOMAR VIKING       ,90,30,15,5.4,Other Type,All ships of this type
8907046,273332560,KAPITAN NAZIN,30,42,63,8.5,Fishing,NaN
8919805,276807000,SILJA EUROPA        ,60,25,177,6.3,Passenger,All ships of this type
8908791,314419000,TORPO               ,70,77,11,4.9,Cargo,All ships of this type
8909070,311001003,BALTIC SPRING,70,126,30,7.3,Cargo,All ships of this type
9601522,352003223,4-WINDS             ,33,29,30,4.9,Dredging or underwater ops,NaN
8912039,258006930,SKOG                ,70,80,21,5.6,Cargo,All ships of this type
8912120,309689000,GREEN COSTA RICA    ,70,101,30,9.2,Cargo,All ships of this type
8918473,257077550,WILSON SUND         ,79,99,14,7.0,Cargo,No additional information
8918485,257683000,WILSON STADT,79,99,14,4.5,Cargo,No additional information
9255995,258476000,LANGSUND            ,70,10,48,5.0,Cargo,All ships of this type
9896828,232044919,FORTUNA III,89,57,11,3.1,Tanker,No additional information
8919257,310805000,RENAISSANCE         ,69,47,173,7.7,Passenger,No additional information
8920256,636020767,RMS NEUDORF,70,71,11,4.7,Cargo,All ships of this type
9899337,219029579,ASBJORN             ,30,50,39,7.4,Fishing,NaN
8902905,232003278,ARCO DART,33,8,60,3.2,Dredging or underwater ops,NaN
8919221,211100000,ANTONIA B           ,70,64,17,2.7,Cargo,All ships of this type
8913423,354540000,MSC SHANNON III     ,71,189,48,9.7,Cargo,Hazardous category A
8891807,211216660,FRISIA VII          ,70,4,49,1.2,Cargo,All ships of this type
8906559,219026522,M/V ULLA            ,70,53,12,3.2,Cargo,All ships of this type
8912211,211290720,FAIRPLAY-51         ,52,8,21,4.6,Tug,NaN
8919207,232003119,SVITZER CECILIA     ,52,12,18,5.5,Tug,NaN
8902711,232000670,EARL SIGURD         ,60,11,34,3.2,Passenger,All ships of this type
8918461,257077520,WILSON SAGA         ,70,98,15,6.7,Cargo,All ships of this type
8908583,215349000,CSL TRIMNES         ,79,123,27,6.0,Cargo,No additional information
8911748,257588000,LINK NOVA,79,102,20,5.2,Cargo,No additional information
9113214,246174000,FRANCISCA,70,87,13,6.7,Cargo,All ships of this type
9195652,230693000,PRIMA LADY          ,70,79,9,5.4,Cargo,All ships of this type
8922254,341739001,TRIO CAN BERAT,70,78,11,3.4,Cargo,All ships of this type
9195664,309807000,FRI LAKE,70,79,10,3.2,Cargo,All ships of this type
8930029,245866000,KONINGIN EMMA,60,16,10,0.0,Passenger,All ships of this type
9138197,275514000,BALTIC CARRIER,70,70,13,4.9,Cargo,All ships of this type
8920309,235010630,GRYPHON A           ,91,32,228,0.0,Other Type,Hazardous category A
9120102,211839040,PAULIN-B,70,75,10,4.2,Cargo,All ships of this type
8937259,244620291,RAM                 ,34,46,11,1.8,Diving ops,NaN
8920567,259360000,KEY SUND            ,89,76,20,4.9,Tanker,No additional information
9131993,256149000,SC CONNECTOR,70,19,144,5.8,Cargo,All ships of this type
8921523,312640000,SFPROVIDER          ,70,92,18,3.0,Cargo,All ships of this type
9131943,636021411,FINO                ,70,101,26,4.9,Cargo,All ships of this type
9121986,211749060,NIGE WARK           ,70,11,15,1.2,Cargo,All ships of this type
9138185,275515000,BALTIC SKIPPER,70,71,11,5.1,Cargo,All ships of this type
8920581,273257120,MELITO CARRIER      ,80,85,11,6.2,Tanker,All ships of this type
8930017,246372000,ZK10 VIJKO SR,30,15,7,2.0,Fishing,NaN
8941808,576988000,REMBRANDT VAN RIJN  ,36,29,20,3.2,Sailing,NaN
9117337,232002589,RED EAGLE           ,60,46,47,2.5,Passenger,All ships of this type
9122552,311000987,BOREALIS            ,60,70,168,8.4,Passenger,All ships of this type
9126364,211238930,HELEN MARY          ,30,70,47,8.4,Fishing,NaN
9126625,231251000,HAV STREYM          ,70,66,16,5.2,Cargo,All ships of this type
9128049,311000782,CROWN GARNET        ,79,123,29,6.5,Cargo,No additional information
9132038,314667000,SNP WIND,70,80,8,3.4,Cargo,All ships of this type
9134505,413702170,WANFUDA             ,70,167,38,9.8,Cargo,All ships of this type
9138202,275516000,BALTIC MERCHANT,70,70,12,5.0,Cargo,All ships of this type
9139854,219000859,SLEIPNER FUR        ,60,30,25,0.0,Passenger,All ships of this type
9140932,257962000,SILVER BREEZE       ,79,79,19,4.6,Cargo,No additional information
9143386,257859000,SILVER COPENHAGEN,70,76,22,4.5,Cargo,All ships of this type
9140815,257601000,FJELLSTRAUM         ,82,84,16,5.6,Tanker,Hazardous category B
8929991,246378000,YE-69 ZWALUW        ,30,33,7,1.2,Fishing,NaN
9121998,231002000,MYKINES             ,79,27,111,6.5,Cargo,No additional information
9927433,258114000,MISJE VERDE,79,75,15,7.0,Cargo,No additional information
9131589,210382000,SWE-BULK            ,70,74,14,5.8,Cargo,All ships of this type
9195676,309186000,FRI TIDE,70,77,12,5.2,Cargo,All ships of this type
9117117,314258000,WILSON EMS          ,70,57,16,3.9,Cargo,All ships of this type
9898929,219028337,SVITZER EDDA        ,52,16,14,5.4,Tug,NaN
9114737,305620000,KAILI,70,89,11,5.9,Cargo,All ships of this type
9102629,245999000,UK382 JANSSIEN      ,30,32,8,0.0,Fishing,NaN
9140944,257951000,SILVER BERGEN       ,70,77,21,5.1,Cargo,All ships of this type
8920268,636017466,WANHEIM             ,70,74,8,4.4,Cargo,All ships of this type
9126912,314550000,WILSON GRIP         ,79,75,13,3.3,Cargo,No additional information
9108740,259319000,BERGSTRAUM,82,103,20,6.4,Tanker,Hazardous category C
9122239,245502000,A2B PROUD           ,79,90,11,6.2,Cargo,No additional information
8936059,219000892,DBB LILLEFIX        ,31,22,5,1.8,Towing,NaN
8925268,244786000,YE257 SOLI DEOGLORIA,30,30,8,1.0,Fishing,NaN
9116888,232002536,SVITZER REDBRIDGE   ,52,13,20,4.9,Tug,NaN
9140865,232002720,HOPETOUN,52,20,23,6.5,Tug,NaN
9143427,232002803,UKD BLUEFIN,33,71,27,5.5,Dredging or underwater ops,NaN
9381433,255805829,EVITA               ,70,90,18,6.4,Cargo,All ships of this type
9113745,244170750,A2B AMBITION        ,71,90,10,6.7,Cargo,Hazardous category A
9139139,205231000,ATLANTIS            ,33,68,12,2.7,Dredging or underwater ops,NaN
9143415,246046000,ORION               ,70,88,10,4.8,Cargo,All ships of this type
9229831,636093161,YANTIAN EXPRESS,71,245,75,9.7,Cargo,Hazardous category A
8913485,314182000,WILSON MAIN         ,70,66,16,3.1,Cargo,All ships of this type
8912302,308919000,YEOMAN BRIDGE,70,206,44,8.4,Cargo,All ships of this type
1017220,232050661,FARRA DEIRDRE       ,49,20,7,0.0,High speed craft (HSC),No additional information
8912493,231613000,BAL BULK            ,70,61,12,4.7,Cargo,All ships of this type
